player_name,pitch_type,avg_stuff_plus,pitch_count,total_stuff_plus,total_pitches
"Wood, Alex",SL,103.50766878406024,76,98.3569487014091,319
"Rogers, Tyler",SI,107.19629789719764,137,98.10772881967065,250
"Rogers, Tyler",SL,87.08884418585473,113,98.10772881967065,250
"Bruihl, Justin",FC,98.08144714276426,53,98.08144714276426,53
"Kauffmann, Karl",CH,100.38989527269527,66,98.03874178382007,294
"Kauffmann, Karl",FF,97.72253488698784,64,98.03874178382007,294
"Kauffmann, Karl",SI,99.03183811631088,111,98.03874178382007,294
"Kauffmann, Karl",SL,93.41284401448084,53,98.03874178382007,294
"Colomé, Alex",FC,97.95055412347897,331,97.95055412347897,331
"Gray, Jon",CH,90.88176941571075,113,97.92419577939583,1360
"Gray, Jon",CU,99.0248757477217,82,97.92419577939583,1360
"Gray, Jon",FF,96.71714028537835,636,97.92419577939583,1360
"Gray, Jon",SL,100.7091215183161,529,97.92419577939583,1360
"Chivilli, Angel",CH,99.6210990319598,133,97.80832838497689,327
"Chivilli, Angel",FF,94.18945008850044,127,97.80832838497689,327
"Chivilli, Angel",SL,101.06950819995866,67,97.80832838497689,327
"Melancon, Mark",FC,97.78531001656818,57,97.78531001656818,57
"Bumgarner, Madison",CU,91.2466958312742,50,97.74392016127346,252
"Bumgarner, Madison",FC,98.77464809190059,92,97.74392016127346,252
"Bumgarner, Madison",FF,99.83514058747592,110,97.74392016127346,252
"Gore, MacKenzie",CU,87.2573599698356,56,97.67322453590897,150
"Gore, MacKenzie",FF,103.87842044761226,94,97.67322453590897,150
"Weathers, Ryan",FF,97.67098263023516,86,97.67098263023516,86
"Quintana, Jose",FF,97.59839777030841,73,97.59839777030841,73
"Gilbert, Tyler",FC,97.57993007152075,57,97.57993007152075,57
"Molina, Anthony",CH,103.86118313330167,115,97.46783866320241,502
"Molina, Anthony",FF,95.01219625435408,254,97.46783866320241,502
"Molina, Anthony",SL,96.62948195482696,133,97.46783866320241,502
"Carasiti, Matt",SI,97.39445714516371,140,97.39445714516371,140
"Oviedo, Johan",FF,97.09993425169327,89,97.3912628791445,144
"Oviedo, Johan",SL,97.86268556720195,55,97.3912628791445,144
"Quantrill, Cal",CU,95.05115652798344,135,97.34343562901307,1155
"Quantrill, Cal",FC,99.78440659298343,148,97.34343562901307,1155
"Quantrill, Cal",FF,97.9074373618871,476,97.34343562901307,1155
"Quantrill, Cal",FS,96.53467085912256,396,97.34343562901307,1155
"Castillo, Luis",FF,97.30389901179922,84,97.30389901179922,84
"Manaea, Sean",CH,99.07620129366906,72,97.18291678921743,291
"Manaea, Sean",FF,90.6728418249983,116,97.18291678921743,291
"Manaea, Sean",SI,103.19119068755627,103,97.18291678921743,291
"Rogers, Josh",FF,95.00802070161751,63,97.13476404047944,117
"Rogers, Josh",ST,99.61596460248501,54,97.13476404047944,117
"Montas, Frankie",FF,97.03424813749129,51,97.0342481374913,51
"Kuhl, Chad",CH,89.07088537612155,83,96.94934430480527,1221
"Kuhl, Chad",FF,95.44965788604162,103,96.94934430480527,1221
